,international_reputation,weak_foot,skill_moves,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,Attack_workrate,Defend_workrate,Positon_General,preferred_foot_Left,preferred_foot_Right,body_type_Akinfenwa,body_type_C. Ronaldo,body_type_Courtois,body_type_Lean,body_type_Messi,body_type_Neymar,body_type_Normal,body_type_PLAYER_BODY_TYPE_25,body_type_Shaqiri,body_type_Stocky,height_cm,weight_kg,age
11140,1,3,3,61,56,45,54,49,65,48,47,50,64,74,76,71,65,60,51,51,55,49,57,47,28,54,49,54,53,19,19,16,14,11,12,11,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,183,65,25
11141,1,3,3,56,53,50,63,39,63,58,57,59,64,61,60,64,62,66,67,56,65,53,56,59,51,60,58,58,52,49,59,55,11,11,9,14,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,71,25
11142,1,2,2,58,46,43,66,56,65,55,44,63,62,63,61,60,55,74,56,53,79,64,57,78,47,57,58,46,52,40,54,49,11,13,8,8,16,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,184,78,26
11143,1,4,3,55,55,45,56,54,59,56,45,54,59,80,83,86,56,81,56,53,65,59,47,43,40,59,55,49,42,33,46,47,10,9,14,12,16,1,2,2,0,1,0,0,0,0,0,0,0,0,0,1,173,73,24
11144,1,3,2,44,44,54,67,37,61,45,38,66,65,45,44,66,58,65,60,77,58,74,46,67,64,48,57,46,49,64,64,64,11,7,13,12,10,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,180,81,25
11145,1,3,2,62,50,55,58,55,65,44,40,56,62,72,68,60,56,53,60,54,62,64,40,45,22,56,55,60,59,29,44,38,9,12,15,12,6,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,165,63,25
11146,1,3,3,51,54,49,61,53,68,60,46,56,66,73,67,70,59,72,56,70,58,50,50,52,49,53,60,58,58,42,52,49,10,14,15,11,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,70,26
11147,1,3,2,62,53,45,67,32,65,42,48,58,61,67,75,55,63,70,53,37,72,62,50,41,51,61,61,51,51,44,50,32,5,15,9,14,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,68,25
11148,1,2,3,63,57,45,58,40,63,44,36,57,57,67,73,65,62,67,56,66,71,54,52,52,53,54,58,45,54,57,55,56,7,10,11,10,13,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,181,73,25
11149,1,3,2,56,52,52,71,52,59,56,45,70,62,64,61,56,59,68,66,54,69,59,41,64,48,53,53,65,65,55,54,54,5,10,11,15,14,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,70,25
11150,1,2,2,38,37,58,61,43,49,34,36,52,56,71,64,80,65,62,54,82,75,77,25,74,60,40,52,42,61,61,61,58,13,8,15,14,11,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,185,77,27
11151,1,3,3,63,54,45,61,22,63,36,27,59,64,74,73,81,59,79,26,67,87,69,40,55,56,54,59,22,62,65,62,58,15,11,8,12,13,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,180,75,25
11152,1,4,3,52,55,49,62,60,62,60,44,55,63,76,65,78,60,82,55,62,42,51,55,56,48,55,56,63,58,42,49,48,12,10,11,11,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,64,26
11153,1,4,3,58,51,51,67,64,67,51,66,61,67,58,52,73,54,72,59,52,56,66,52,45,34,54,62,59,56,57,23,18,12,9,12,12,6,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,184,72,26
11154,1,2,2,57,41,50,67,51,57,63,61,62,62,72,72,74,62,69,66,80,77,64,61,70,57,55,57,39,60,55,58,52,13,10,9,13,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,176,64,25
11155,1,4,3,54,54,39,58,46,65,58,38,55,61,75,76,79,58,85,62,85,73,32,60,44,30,51,55,45,61,50,42,39,8,16,7,8,6,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,170,67,25
11156,1,3,2,54,53,48,63,56,60,65,63,64,64,61,69,73,47,76,65,67,75,59,63,49,44,59,65,59,58,52,48,45,14,9,14,9,11,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,178,86,27
11157,1,3,2,55,38,47,68,45,56,55,59,67,66,64,68,75,60,68,60,60,62,76,45,81,55,67,51,58,46,56,68,67,10,8,12,15,10,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,176,75,26
11158,1,4,3,61,51,45,63,60,57,62,60,62,60,72,74,78,58,72,65,80,76,62,58,62,55,55,62,60,68,49,58,56,14,7,6,7,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,177,74,26
11159,1,3,3,54,58,42,56,56,68,48,36,41,66,85,84,81,57,80,66,47,53,59,60,30,49,54,51,58,53,40,50,55,15,14,9,10,8,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,173,74,26
11160,1,2,2,52,44,56,62,36,57,47,37,60,61,64,61,67,53,72,54,80,83,76,45,62,57,44,47,46,53,53,62,57,14,13,10,13,14,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,182,76,26
11161,1,3,2,56,36,56,62,31,57,34,36,58,59,62,65,63,57,55,44,67,74,69,33,62,61,49,60,43,50,60,62,58,10,10,16,11,12,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,177,69,27
11162,1,3,3,63,53,59,62,51,62,63,35,61,63,64,64,63,56,56,55,69,62,68,55,61,55,61,61,64,57,52,55,54,11,8,7,7,10,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,175,65,26
11163,1,5,2,58,61,43,64,47,67,39,44,56,61,71,68,67,43,71,66,45,58,49,41,68,32,64,59,50,54,35,42,38,13,6,6,10,12,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,71,25
11164,1,3,2,50,40,43,67,38,60,41,35,66,62,61,67,61,50,70,63,58,72,69,60,70,59,49,60,45,60,42,59,58,15,10,5,12,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,73,27
11165,1,5,2,58,40,55,69,40,53,45,48,65,49,68,69,62,62,73,50,66,59,60,35,63,53,52,53,50,68,63,65,63,5,12,10,7,12,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,173,67,28
11166,1,2,4,50,61,40,64,46,65,53,44,60,69,70,61,65,48,64,55,67,52,53,52,41,23,66,53,40,58,35,41,24,15,6,14,7,9,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,184,74,25
11167,1,4,2,61,64,65,59,48,64,42,31,46,62,69,66,70,59,71,59,81,68,68,58,62,25,58,56,64,56,24,25,27,13,8,11,10,6,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,77,26
11168,1,3,2,45,49,67,65,38,62,32,38,57,65,64,66,58,64,34,57,59,68,86,48,55,55,59,54,35,58,57,59,49,5,6,7,14,8,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,193,90,27
11169,1,3,2,57,60,38,59,42,62,38,33,46,63,81,79,75,37,64,53,47,71,37,34,37,18,58,59,49,48,26,31,37,11,9,12,10,8,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,72,26
11170,1,3,3,56,65,37,63,39,57,40,52,57,60,63,68,58,54,69,61,62,37,53,63,37,25,61,61,43,56,34,31,32,11,12,10,11,15,1,2,2,1,0,0,0,0,0,0,0,1,0,0,0,178,74,27
11171,1,4,3,50,50,45,62,41,63,58,43,55,63,68,66,74,63,72,53,68,56,45,48,46,31,57,60,44,59,27,35,30,6,6,6,8,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,173,69,27
11172,1,3,3,54,52,55,71,40,57,45,63,66,65,64,69,63,58,67,67,62,68,69,41,77,54,60,55,49,61,56,56,54,11,14,10,9,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,72,27
11173,1,2,2,67,57,36,62,53,59,61,55,63,57,55,59,68,62,66,59,71,80,61,57,64,63,62,62,58,61,33,60,61,11,7,7,8,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,73,36
11174,1,2,2,66,44,55,58,59,54,70,74,67,62,55,56,66,55,67,65,73,73,71,65,65,54,60,63,66,55,60,60,62,7,15,6,13,13,1,2,2,1,0,0,0,0,1,0,0,0,0,0,0,180,78,36
11175,1,3,2,63,52,49,65,50,54,65,65,63,61,39,35,66,59,61,62,79,67,72,61,54,55,59,66,64,59,40,55,55,12,7,10,9,6,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,183,78,32
11176,1,3,3,57,61,63,65,55,63,62,63,64,63,37,40,61,60,63,64,78,34,62,62,67,63,62,63,65,65,62,59,60,13,12,7,16,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,75,34
11177,1,3,2,58,53,51,63,59,62,48,64,55,56,73,81,64,52,73,64,65,58,49,62,53,31,59,61,60,55,27,46,44,10,13,15,13,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,174,71,32
11178,1,3,3,54,54,40,62,40,61,55,42,61,57,71,77,71,50,72,53,70,71,58,57,33,49,62,67,46,61,34,28,25,9,6,8,11,10,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,170,66,35
11179,1,3,2,60,58,63,65,61,57,56,58,63,62,69,59,72,63,63,68,63,71,72,63,53,48,61,57,54,59,55,58,55,13,14,8,6,7,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,184,78,32
11180,1,3,2,53,45,55,62,52,57,44,31,59,61,52,59,76,64,66,49,68,79,85,41,79,67,54,61,41,59,64,65,62,11,14,10,14,16,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,180,79,32
11181,1,4,3,55,53,28,57,54,66,68,64,54,61,79,77,88,56,73,59,59,58,51,58,26,20,54,57,53,59,24,35,25,14,11,8,9,14,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,172,64,30
11182,1,3,2,44,63,61,64,43,56,47,42,60,69,43,40,65,60,45,64,81,66,83,36,86,55,67,58,68,62,23,56,54,7,6,16,9,16,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,189,87,35
11183,1,3,3,53,56,53,56,58,66,48,49,50,60,75,72,70,60,62,58,63,68,65,60,68,52,62,59,33,60,58,43,42,13,12,13,6,16,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,75,30
11184,1,3,2,49,48,54,58,39,63,55,59,52,62,58,67,66,65,64,43,59,76,81,49,69,63,61,65,47,61,59,65,60,11,15,15,15,13,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,184,75,30
11185,1,4,2,48,44,43,61,55,60,68,57,63,64,60,46,72,64,69,54,48,68,60,58,52,52,48,69,57,68,54,44,38,6,7,8,15,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,73,29
11186,1,3,2,49,45,54,61,48,53,31,49,56,61,76,80,86,67,91,60,91,90,73,52,67,63,58,58,58,57,57,65,57,10,6,14,8,9,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,172,76,30
11187,1,3,2,58,44,53,64,48,60,51,54,63,60,65,67,59,58,39,68,47,82,86,57,85,53,53,59,49,58,63,63,51,12,12,7,9,8,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,188,89,28
11188,1,3,2,33,44,56,65,48,52,49,55,67,62,52,55,64,62,67,68,72,71,73,61,76,64,38,62,50,72,67,63,56,3,3,3,3,3,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,181,75,33
11189,1,3,2,50,33,60,61,44,55,36,32,62,57,69,68,67,59,59,39,72,64,72,38,73,61,45,57,46,59,58,60,60,8,13,15,7,9,0,1,2,0,1,0,0,0,0,0,0,1,0,0,0,185,75,28
11190,1,3,2,41,55,63,59,30,56,57,57,60,57,56,54,46,61,48,58,70,83,85,58,75,62,63,63,57,64,59,60,60,13,12,8,14,11,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,196,87,30
11191,1,3,3,59,53,31,55,55,61,53,53,53,57,81,78,77,58,82,58,61,62,73,55,52,51,62,59,50,51,35,48,40,7,8,7,6,12,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,175,81,28
11192,1,3,3,60,58,52,58,55,65,62,51,56,61,80,76,91,57,74,64,62,66,59,52,65,56,57,40,55,58,62,60,58,6,11,15,8,8,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,180,76,27
11193,1,3,4,57,59,40,56,50,64,52,57,54,61,77,76,66,53,68,62,45,71,61,58,55,36,57,56,45,58,20,45,48,11,8,11,12,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,185,76,26
11194,1,3,2,55,62,52,62,42,61,64,66,62,67,66,70,67,60,87,67,71,54,60,61,61,61,56,61,66,67,55,54,55,10,10,6,15,14,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,178,64,33
11195,1,2,3,57,61,58,58,52,66,50,48,52,64,66,62,82,55,67,64,59,72,60,55,48,43,61,50,55,72,48,55,52,8,12,12,8,11,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,177,73,32
11196,1,4,2,47,53,46,65,41,61,56,49,61,63,65,65,71,61,70,53,69,69,63,55,48,63,54,57,51,60,46,47,49,16,6,8,10,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,70,29
11197,1,3,2,51,63,56,52,66,61,49,34,50,60,86,86,89,45,73,63,70,64,61,52,59,35,66,61,59,55,30,36,28,13,13,14,14,12,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,78,26
11198,1,3,2,57,61,55,62,59,59,46,44,54,58,70,77,67,57,77,63,59,55,51,61,33,32,62,62,63,57,45,18,16,15,14,16,9,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,72,28
11199,1,2,2,41,33,56,64,29,48,36,37,52,54,41,57,55,60,56,48,63,63,66,35,61,62,38,57,45,44,65,64,63,6,6,16,7,15,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,187,80,30
11200,1,4,2,61,51,41,56,47,62,58,57,45,60,83,81,83,56,75,68,34,77,59,57,55,57,49,57,45,53,53,54,53,8,6,7,13,13,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,176,77,29
11201,1,3,3,55,66,60,60,46,62,43,37,58,63,66,70,63,55,66,59,68,64,60,56,45,20,56,56,61,57,26,25,20,14,14,11,9,15,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,70,27
11202,1,3,2,63,47,44,61,46,55,49,34,49,60,78,78,67,61,68,62,55,87,60,38,64,57,57,51,52,46,59,51,39,11,8,7,13,15,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,180,72,28
11203,1,3,2,58,63,47,52,45,63,39,33,43,64,81,78,71,55,68,58,71,65,61,54,30,11,63,47,59,42,26,12,14,15,14,9,15,14,2,1,2,0,1,0,0,0,0,0,0,1,0,0,0,180,70,28
11204,1,2,2,54,29,71,63,33,51,39,34,60,54,32,32,29,59,28,70,33,50,92,32,77,64,67,61,38,61,60,58,54,15,13,13,13,7,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,197,84,31
11205,1,3,2,53,31,22,64,40,64,31,53,60,66,70,70,83,53,93,54,67,76,30,56,28,56,62,58,38,43,35,58,56,10,8,9,16,10,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,163,60,29
11206,1,3,2,61,39,42,66,37,60,52,55,62,70,74,72,70,61,60,61,54,72,53,45,61,45,54,61,49,49,56,52,39,7,13,11,11,15,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,165,66,27
11207,1,3,3,46,64,59,51,58,66,39,26,45,65,75,85,78,65,78,65,86,64,56,53,57,12,59,44,55,46,17,21,20,13,9,12,14,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,66,28
11208,1,3,2,52,38,53,67,38,51,44,38,70,67,54,30,64,57,74,57,74,51,56,61,69,68,48,55,47,58,66,64,52,14,11,9,13,14,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,66,33
11209,1,3,2,62,56,39,61,45,62,49,41,62,62,67,64,68,57,79,67,52,58,40,48,47,17,60,55,62,57,30,26,27,12,15,8,14,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,174,65,27
11210,1,2,2,58,48,24,64,53,63,56,48,58,62,70,72,73,58,74,57,62,69,50,53,41,48,49,55,50,56,52,54,48,9,11,12,8,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,73,30
11211,1,3,2,42,34,53,57,35,59,48,46,58,56,71,70,73,55,76,67,61,86,60,62,74,61,52,43,34,45,55,66,60,7,8,9,11,10,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,72,30
11212,1,3,3,57,62,65,57,61,68,55,54,47,64,70,77,73,48,55,59,69,62,61,59,45,32,62,54,63,58,27,27,25,10,16,10,11,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,190,68,29
11213,1,4,3,69,60,58,69,54,63,44,32,71,66,46,32,45,68,82,68,87,32,66,54,67,54,66,64,47,60,55,54,50,14,8,15,11,9,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,170,70,37
11214,1,4,2,55,51,53,60,39,60,40,38,59,62,74,69,77,58,77,55,65,71,56,64,54,42,62,63,40,57,36,37,39,6,6,5,9,7,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,173,69,30
11215,1,3,2,44,33,49,66,25,55,34,37,60,61,52,48,51,56,66,43,61,93,69,33,60,60,62,60,39,50,55,61,58,9,14,5,9,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,70,30
11216,1,3,3,64,42,62,65,45,64,45,29,62,65,64,73,76,57,69,41,90,70,73,39,59,60,58,45,34,60,37,62,60,14,7,6,6,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,73,29
11217,1,3,2,63,54,45,69,51,58,66,39,60,62,65,66,72,69,74,69,70,73,67,41,52,36,65,60,54,62,49,54,52,5,13,12,7,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,68,33
11218,1,3,3,59,40,44,65,45,67,56,53,63,65,66,73,72,59,60,52,67,65,81,59,44,45,49,62,52,65,56,59,56,13,12,8,14,5,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,179,79,29
11219,1,3,3,63,41,47,59,22,64,55,28,44,63,75,71,83,66,82,56,81,79,71,25,62,52,56,51,41,33,27,58,58,14,5,6,8,14,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,174,75,28
11220,1,3,2,47,48,65,63,38,57,37,35,61,56,61,63,54,64,53,70,71,86,82,54,73,62,54,57,59,59,59,60,55,11,14,7,10,5,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0,190,84,28
11221,1,2,2,55,54,38,56,36,67,58,62,50,66,76,81,74,54,74,55,34,52,52,36,50,15,61,44,47,45,27,27,23,11,6,7,13,11,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,171,66,33
11222,1,4,3,54,62,42,58,52,71,48,52,43,65,74,76,75,52,69,60,63,57,66,47,63,23,55,51,52,47,27,28,28,14,13,9,15,12,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,180,74,27
11223,1,4,2,59,48,50,65,42,59,47,48,68,61,77,73,70,63,94,60,60,66,52,50,63,61,48,57,49,66,49,61,60,10,8,8,7,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,165,65,33
11224,1,3,2,62,47,37,68,33,52,39,56,64,61,58,54,59,71,71,49,53,73,57,61,48,49,37,62,61,51,64,49,44,12,8,10,11,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,175,75,33
11225,1,3,2,53,55,34,63,38,58,66,30,58,61,75,79,76,58,63,65,51,69,65,66,62,58,62,53,50,59,64,63,57,10,6,10,9,10,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,183,75,29
11226,1,3,3,60,57,57,68,39,62,46,50,60,61,58,64,58,55,55,51,56,55,69,42,45,58,61,59,48,55,56,58,54,11,12,13,6,14,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,183,82,28
11227,1,3,2,46,45,42,64,45,61,39,43,59,63,61,60,71,65,74,60,52,85,60,63,61,60,46,50,42,50,59,58,55,8,11,10,11,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,170,68,28
11228,1,3,2,57,48,34,59,42,64,48,52,53,66,62,69,62,58,58,52,49,69,66,54,46,28,61,56,46,72,42,26,30,8,11,12,8,12,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,79,33
11229,1,3,2,38,41,54,62,31,56,41,34,60,59,64,66,64,58,65,54,68,73,72,50,60,60,49,59,44,58,61,61,59,13,7,11,8,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,191,72,30
11230,1,3,2,57,63,45,61,44,60,54,55,58,57,78,76,83,48,85,64,55,67,32,62,43,27,58,59,54,57,40,29,34,14,6,12,10,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,167,59,28
11231,1,3,3,56,41,41,60,51,65,66,57,51,63,79,75,65,58,64,55,57,62,65,49,69,41,59,57,59,52,26,44,41,12,15,16,6,7,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,178,74,30
11232,1,4,3,57,47,55,64,54,61,53,55,60,64,63,57,84,60,84,55,60,53,34,51,31,29,61,63,43,56,28,25,27,14,8,13,13,9,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,173,65,27
11233,1,3,3,62,54,38,65,47,63,55,38,50,61,76,73,65,51,66,54,51,54,62,44,41,26,54,61,52,53,31,32,24,10,11,14,5,13,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,172,71,29
11234,1,2,3,55,53,36,60,50,68,63,48,56,66,87,72,84,44,77,68,64,56,42,51,38,22,49,48,50,55,20,38,30,7,7,9,10,5,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,177,68,17
11235,1,3,3,54,56,50,64,53,65,54,47,61,65,64,58,73,58,68,60,57,48,51,55,65,44,55,64,50,62,47,52,47,6,13,7,11,7,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,68,18
11236,1,3,3,52,47,36,58,39,69,54,47,53,63,79,77,86,59,66,56,51,44,41,43,43,30,55,55,52,58,38,40,40,9,11,9,10,10,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,176,68,17
11237,1,4,3,65,60,50,61,56,66,57,42,55,66,62,60,60,51,81,73,47,57,37,47,40,34,52,62,65,54,20,37,36,12,12,14,10,11,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,175,70,19
11238,1,3,2,48,49,45,66,52,63,51,49,61,61,67,62,69,58,87,63,65,49,46,55,42,34,58,57,56,65,46,49,53,11,10,13,10,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,164,59,18
11239,1,4,3,55,50,61,63,50,61,66,65,60,63,76,76,74,55,70,64,64,60,55,60,65,61,47,55,60,58,60,61,60,9,14,10,10,7,1,2,2,0,1,0,0,0,0,0,0,1,0,0,0,177,70,17
11240,1,3,3,54,52,50,61,43,64,37,30,60,63,69,68,68,51,75,54,65,66,66,44,45,18,56,49,48,51,47,51,50,10,12,13,9,7,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,174,70,20
11241,1,3,3,50,53,45,59,49,68,51,56,52,64,74,75,84,52,82,58,43,51,50,53,40,23,59,53,54,51,21,31,43,5,11,13,12,15,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,179,66,18
11242,1,4,2,62,56,41,57,49,65,57,47,51,64,76,77,66,48,71,68,49,38,59,47,35,20,59,53,55,53,32,36,33,8,12,7,10,12,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,177,72,18
11243,1,4,3,50,42,46,63,48,68,52,51,59,64,69,66,78,52,73,44,43,44,33,42,38,33,49,64,47,55,33,36,33,5,9,7,7,8,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,63,20
11244,1,4,2,55,44,39,63,39,62,48,51,54,59,71,69,72,43,68,52,55,63,60,53,40,22,62,65,49,49,37,42,45,11,6,7,9,5,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,180,69,20
11245,1,4,2,61,53,34,54,55,69,65,73,55,65,76,75,68,51,73,70,37,54,62,51,45,41,50,49,70,42,31,48,43,11,8,10,10,7,2,1,2,1,0,0,0,0,0,0,0,1,0,0,0,183,73,20
11246,1,3,2,49,49,53,66,54,64,52,54,65,64,65,64,61,60,82,63,51,54,45,46,46,31,56,63,57,64,39,53,56,6,6,6,10,10,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,172,65,20
11247,1,2,2,42,52,47,63,33,63,50,53,58,65,64,62,59,62,68,49,57,66,60,44,52,50,59,58,54,43,52,52,43,7,6,15,9,9,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,182,74,19
11248,1,3,2,61,40,64,62,31,63,48,36,58,60,73,72,75,51,74,48,73,71,56,33,53,61,61,50,45,48,56,61,56,7,8,12,10,7,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,170,66,19
11249,1,2,2,51,40,53,64,34,62,46,28,58,63,73,71,68,54,73,49,60,65,63,43,61,55,46,57,42,53,57,62,64,8,7,6,14,11,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,68,20
11250,1,3,3,68,50,50,65,63,58,68,66,68,62,59,55,63,54,65,53,64,63,66,55,27,47,51,63,52,71,60,58,60,10,15,12,10,13,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,180,66,19
11251,1,3,2,48,52,37,59,47,67,50,42,54,69,69,59,73,57,68,51,62,61,51,42,45,28,38,66,44,54,34,36,35,12,13,6,5,8,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,182,70,18
11252,1,3,2,62,47,51,65,51,61,68,65,61,66,60,62,69,62,69,61,51,58,45,55,49,53,52,61,52,51,51,54,56,5,9,13,7,10,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,178,70,18
11253,1,5,3,59,58,39,58,45,65,47,51,41,64,73,73,71,45,71,57,42,56,58,64,45,21,56,55,40,58,29,28,31,14,10,6,13,9,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,176,72,20
11254,1,3,2,61,59,39,59,41,61,59,42,52,60,73,68,72,52,78,54,51,55,55,52,49,24,54,57,52,61,45,27,27,8,12,15,8,9,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,171,68,21
11255,1,3,2,65,48,47,68,52,67,69,52,62,61,74,61,68,47,74,55,51,33,47,54,43,29,43,65,52,60,40,49,35,11,9,9,6,7,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,174,70,19
11256,1,3,2,57,47,41,62,45,63,59,55,59,61,79,72,84,57,77,57,65,55,41,49,48,31,49,53,44,58,24,42,39,14,9,10,10,5,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,180,70,19
11257,1,3,2,62,57,33,56,37,68,42,38,49,61,77,72,69,42,82,58,46,57,45,50,37,25,52,62,54,46,32,27,21,6,14,12,7,9,2,0,2,1,0,0,0,0,0,0,0,1,0,0,0,166,65,18
11258,1,3,2,57,35,36,65,41,61,47,52,62,64,74,69,73,59,74,53,62,62,52,42,55,60,55,63,45,53,59,61,47,11,11,15,13,7,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,176,69,20
